Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry
AC,,,,,,
AIZ,,,,,,
AIZP,,,,,,
AGO,,,,,,
AZN,,,,,,
HOME,,,,,,
T,,,,,,
TBB,,,,,,
TBC,,,,,,
ATTO,,,,,,
ATH,,,,,,
ATKR,,,,,,
AT,,,,,,
ATCO,,,,,,
ATO,,,,,,
ACB,,,,,,
ATHM,,,,,,
ALV,,,,,,
AN,,,,,,
AZO,,,,,,
AVLR,,,,,,
AVB,,,,,,
AGR,,,,,,
AVNS,,,,,,
AVTR,,,,,,
AVYA,,,,,,
AVY,,,,,,
AVNT,,,,,,
AVA,,,,,,
AXTA,,,,,,
AXS,,,,,,
AX,,,,,,
AXO,,,,,,
AZUL,,,,,,
AZRE,,,,,,
AZZ,,,,,,
BGS,,,,,,
BMRG,,,,,,
BW,,,,,,
BGH,,,,,,
BMI,,,,,,
BCSF,,,,,,
BKR,,,,,,
BBN,,,,,,
BLL,,,,,,
BANC,,,,,,
BBAR,,,,,,
BBVA,,,,,,
BBD,,,,,,
BBDO,,,,,,
BCH,,,,,,
BLX,,,,,,
BSBR,,,,,,
BSAC,,,,,,
BSMX,,,,,,
SAN,,,,,,
CIB,,,,,,
BXS,,,,,,
BAC,,,,,,
BOH,,,,,,
BMO,,,,,,
NTB,,,,,,
BNS,,,,,,
BKU,,,,,,
BCS,,,,,,
BBDC,,,,,,
MCI,,,,,,
MPV,,,,,,
BNED,,,,,,
B,,,,,,
GOLD,,,,,,
BHC,,,,,,
BAX,,,,,,
BTE,,,,,,
BBX,,,,,,
BCE,,,,,,
BZH,,,,,,
BDX,,,,,,
BDXB,,,,,,
BDC,,,,,,
BRBR,,,,,,
BHE,,,,,,
BHLB,,,,,,
BERY,,,,,,
BBY,,,,,,
BEST,,,,,,
BGSF,,,,,,
BHP,,,,,,
BBL,,,,,,
BIG,,,,,,
BH,,,,,,
BILL,,,,,,
BHVN,,,,,,
BIO,,,,,,
BITA,,,,,,
BJ,,,,,,
BKH,,,,,,
BKI,,,,,,
BSM,,,,,,
BB,,,,,,
BGIO,,,,,,
BFZ,,,,,,
CII,,,,,,
BHK,,,,,,
HYT,,,,,,
BTZ,,,,,,
DSU,,,,,,
BGR,,,,,,
BDJ,,,,,,
EGF,,,,,,
FRA,,,,,,
BFO,,,,,,
BGT,,,,,,
BOE,,,,,,
BME,,,,,,
BMEZ,,,,,,
BAF,,,,,,
BKT,,,,,,
BGY,,,,,,
BKN,,,,,,
BTA,,,,,,
BZM,,,,,,
MHE,,,,,,
BIT,,,,,,
MUI,,,,,,
MUA,,,,,,
BKK,,,,,,
BBK,,,,,,
BBF,,,,,,
BYM,,,,,,
BFK,,,,,,
BLE,,,,,,
BTT,,,,,,
MEN,,,,,,
MUC,,,,,,
MUH,,,,,,
MHD,,,,,,
MFL,,,,,,
MUJ,,,,,,
MHN,,,,,,
MUE,,,,,,
MUS,,,,,,
MVT,,,,,,
MYC,,,,,,
MCA,,,,,,
MYD,,,,,,
MYF,,,,,,
MFT,,,,,,
MIY,,,,,,
MYJ,,,,,,
MYN,,,,,,
MPA,,,,,,
MQT,,,,,,
MYI,,,,,,
MQY,,,,,,
BNY,,,,,,
BQH,,,,,,
BSE,,,,,,
BFY,,,,,,
BCX,,,,,,
BST,,,,,,
BSTZ,,,,,,
BSD,,,,,,
BUI,,,,,,
BHV,,,,,,
BLK,,,,,,
BGB,,,,,,
BGX,,,,,,
BSL,,,,,,
BE,,,,,,
APRN,,,,,,
BXG,,,,,,
BXC,,,,,,
DCF,,,,,,
DHF,,,,,,
DMB,,,,,,
DSM,,,,,,
LEO,,,,,,
BA,,,,,,
BCC,,,,,,
BCEI,,,,,,
BOOT,,,,,,
BAH,,,,,,
BWA,,,,,,
BORR,,,,,,
SAM,,,,,,
BXP,,,,,,
BSX,,,,,,
BOX,,,,,,
BYD,,,,,,
BPMP,,,,,,
BP,,,,,,
BPT,,,,,,
BRC,,,,,,
BHR,,,,,,
BDN,,,,,,
BWG,,,,,,
LND,,,,,,
BAK,,,,,,
BRFS,,,,,,
MNRL,,,,,,
BFAM,,,,,,
BEDU,,,,,,
BSA,,,,,,
BSIG,,,,,,
BV,,,,,,
EAT,,,,,,
BCO,,,,,,
BMY,,,,,,
BMY~,,,,,,
VTOL,,,,,,
BTI,,,,,,
BRX,,,,,,
BRMK,,,,,,
BR,,,,,,
BKD,,,,,,
BAM,,,,,,
BBU,,,,,,
BIPC,,,,,,
BIP,,,,,,
RA,,,,,,
BEPC,,,,,,
BEP,,,,,,
BRO,,,,,,
BRT,,,,,,
BC,,,,,,
BKE,,,,,,
BVN,,,,,,
BBW,,,,,,
BG,,,,,,
BURL,,,,,,
BWXT,,,,,,
BY,,,,,,
CABO,,,,,,
CBT,,,,,,
COG,,,,,,
CACI,,,,,,
WHD,,,,,,
CADE,,,,,,
CAE,,,,,,
CAI,,,,,,
CAL,,,,,,
CWT,,,,,,
CALX,,,,,,
ELY,,,,,,
CPE,,,,,,
CPT,,,,,,
CCJ,,,,,,
CPB,,,,,,
CWH,,,,,,
GOOS,,,,,,
CM,,,,,,
CNI,,,,,,
CNQ,,,,,,
CP,,,,,,
CANG,,,,,,
CNNE,,,,,,
CAJ,,,,,,
CGC,,,,,,
CMD,,,,,,
COF,,,,,,
CSU,,,,,,
BXMT,,,,,,
CPRI,,,,,,
CMO,,,,,,
CAH,,,,,,
CSL,,,,,,
KMX,,,,,,
CCL,,,,,,
CUK,,,,,,
CRS,,,,,,
CSV,,,,,,
CARR,,,,,,
CARS,,,,,,
CRI,,,,,,
CVNA,,,,,,
CSPR,,,,,,
CSLT,,,,,,
CTLT,,,,,,
CTT           ,,,,,,
CAT,,,,,,
CATO,,,,,,
CBZ,,,,,,
CBL,,,,,,
CBO,,,,,,
IGR,,,,,,
CBRE,,,,,,
CBX,,,,,,
PCPL,,,,,,
FUN,,,,,,
CDR,,,,,,
CE,,,,,,
CLS,,,,,,
CELG~,,,,,,
CEL,,,,,,
CPAC,,,,,,
CX,,,,,,
CVE,,,,,,
CNC,,,,,,
CEN,,,,,,
CNP,,,,,,
EBR,,,,,,
CEPU,,,,,,
CCS,,,,,,
CTL,,,,,,
CDAY,,,,,,
CF,,,,,,
GIB,,,,,,
CHX,,,,,,
ECOM          ,,,,,,
CHAP,,,,,,
CHRA,,,,,,
CRL,,,,,,
CLDT,,,,,,
CMCM,,,,,,
CHGG,,,,,,
CHE,,,,,,
CC,,,,,,
CHMI,,,,,,
CPK,,,,,,
CVX,,,,,,
CHWY,,,,,,
CHS,,,,,,
CIM,,,,,,
DL,,,,,,
CEA,,,,,,
CHN,,,,,,
CGA,,,,,,
LFC,,,,,,
CHL,,,,,,
COE,,,,,,
SNP,,,,,,
ZNH,,,,,,
CHA,,,,,,
CHU,,,,,,
CYD,,,,,,
CMG,,,,,,
CHH,,,,,,
CB,,,,,,
CHT,,,,,,
CHD,,,,,,
CCX,,,,,,
CCXX,,,,,,
CIEN,,,,,,
CI,,,,,,
XEC,,,,,,
CBB,,,,,,
CNK,,,,,,
CINR,,,,,,
CIR,,,,,,
CIT,,,,,,
CCAC,,,,,,
BLW,,,,,,
C,,,,,,
CFG,,,,,,
CIA,,,,,,
CIO,,,,,,
CVEO,,,,,,
CCC,,,,,,
CLH,,,,,,
CCO,,,,,,
EMO,,,,,,
CEM,,,,,,
CTR,,,,,,
CLW,,,,,,
CWEN,,,,,,
CLF,,,,,,
CLPR,,,,,,
CLX,,,,,,
CLDR,,,,,,
NET,,,,,,
CMS,,,,,,
CMSA,,,,,,
CMSC,,,,,,
CMSD,,,,,,
CNA,,,,,,
CNF,,,,,,
CNHI,,,,,,
CNO,,,,,,
CEO,,,,,,
CNXM,,,,,,
CNX,,,,,,
KOF,,,,,,
KO,,,,,,
CCEP,,,,,,
CDE,,,,,,
FOF,,,,,,
CNS,,,,,,
UTF,,,,,,
LDP,,,,,,
MIE,,,,,,
RQI,,,,,,
RNP,,,,,,
PSF,,,,,,
RFI,,,,,,
CFX,,,,,,
CFXA,,,,,,
CL,,,,,,
CCH,,,,,,
CXE,,,,,,
CIF,,,,,,
CXH,,,,,,
CMU,,,,,,
CLNY,,,,,,
CLNC,,,,,,
CXP,,,,,,
STK,,,,,,
CCZ,,,,,,
CMA,,,,,,
FIX,,,,,,
CMC,,,,,,
CBU,,,,,,
CYH,,,,,,
CHCT,,,,,,
CIG,,,,,,
CBD,,,,,,
SBS,,,,,,
ELP,,,,,,
CCU,,,,,,
CODI,,,,,,
CMP,,,,,,
CRK,,,,,,
CAG,,,,,,
CXO,,,,,,
CCM,,,,,,
CNMD,,,,,,
COP,,,,,,
CCR,,,,,,
CEIX,,,,,,
ED,,,,,,
STZ,,,,,,
CSTM,,,,,,
TCS,,,,,,
CLR,,,,,,
VLRS,,,,,,
CTRA,,,,,,
CTB,,,,,,
CPS,,,,,,
CTK,,,,,,
CPA,,,,,,
CLB,,,,,,
CXW,,,,,,
CLGX,,,,,,
CORR,,,,,,
CPLG,,,,,,
COR,,,,,,
CNR,,,,,,
GLW,,,,,,
CAAP,,,,,,
GYC,,,,,,
OFC,,,,,,
CTVA,,,,,,
CZZ,,,,,,
CMRE,,,,,,
COTY,,,,,,
CUZ,,,,,,
CVA,,,,,,
CPF,,,,,,
CR,,,,,,
BAP,,,,,,
CS,,,,,,
CPG,,,,,,
CEQP,,,,,,
CRH,,,,,,
CRT,,,,,,
CAPL,,,,,,
CCI,,,,,,
CCK,,,,,,
CRY,,,,,,
CTS,,,,,,
CUBE,,,,,,
CUB,,,,,,
CFR,,,,,,
CULP,,,,,,
CMI,,,,,,
CURO,,,,,,
CW,,,,,,
SRV,,,,,,
SZC,,,,,,
CWK,,,,,,
CUBB,,,,,,
CUBI,,,,,,
CVI,,,,,,
UAN,,,,,,
CVS,,,,,,
CELP,,,,,,
DHI,,,,,,
DAN,,,,,,
DHR,,,,,,
DAC,,,,,,
DQ,,,,,,
DRI,,,,,,
DAR,,,,,,
DVA,,,,,,
DCP,,,,,,
DECK,,,,,,
DE,,,,,,
DEX,,,,,,
DDF,,,,,,
DKL,,,,,,
DK,,,,,,
DELL,,,,,,
DLPH,,,,,,
DAL,,,,,,
DLX,,,,,,
DBI,,,,,,
DESP,,,,,,
DB,,,,,,
DVN,,,,,,
DHX,,,,,,
DHT,,,,,,
DEO,,,,,,
DSSI,,,,,,
DRH,,,,,,
DSX,,,,,,
DKS,,,,,,
DBD,,,,,,
DMS,,,,,,
DLR,,,,,,
DDS,,,,,,
DDT,,,,,,
DIN,,,,,,
DFS,,,,,,
DNI,,,,,,
DMYT,,,,,,
DLB,,,,,,
DG,,,,,,
D,,,,,,
DCUE,,,,,,
DRUA,,,,,,
DPZ,,,,,,
UFS,,,,,,
DCI,,,,,,
DFIN,,,,,,
LPG,,,,,,
DSL,,,,,,
DBL,,,,,,
DLY,,,,,,
PLOW,,,,,,
DEI,,,,,,
DOV,,,,,,
DVD,,,,,,
DOW,,,,,,
RDY,,,,,,
DRD,,,,,,
DRQ,,,,,,
DS,,,,,,
DTE,,,,,,
DTJ,,,,,,
DTP,,,,,,
DTQ,,,,,,
DTW,,,,,,
DTY,,,,,,
DCO,,,,,,
DSE,,,,,,
DNP,,,,,,
DTF,,,,,,
DUC,,,,,,
DPG,,,,,,
DUK,,,,,,
DUKB,,,,,,
DUKH,,,,,,
DRE,,,,,,
DNB,,,,,,
DD,,,,,,
DXC,,,,,,
DY,,,,,,
DLNG,,,,,,
DT,,,,,,
DX,,,,,,
ELF,,,,,,
EXP,,,,,,
ECC           ,,,,,,
ECCB,,,,,,
ECCX,,,,,,
ECCY,,,,,,
EIC,,,,,,
ESTE,,,,,,
DEA,,,,,,
EGP,,,,,,
EMN,,,,,,
KODK,,,,,,
ETN,,,,,,
ETV,,,,,,
ETW,,,,,,
EV,,,,,,
EOI,,,,,,
EOS,,,,,,
EFT,,,,,,
EFL,,,,,,
EFF,,,,,,
EHT,,,,,,
ETX           ,,,,,,
EOT,,,,,,
EVN,,,,,,
ETJ,,,,,,
EFR,,,,,,
EVF,,,,,,
EVG,,,,,,
EVT,,,,,,
ETO,,,,,,
ETG,,,,,,
ETB,,,,,,
EXD,,,,,,
ETY,,,,,,
EXG,,,,,,
ECL,,,,,,
EC,,,,,,
EPC,,,,,,
EIX,,,,,,
EW,,,,,,
ELAN,,,,,,
ELAT,,,,,,
ESTC,,,,,,
EGO,,,,,,
ESI,,,,,,
ELVT,,,,,,
LLY,,,,,,
EFC,,,,,,
EARN,,,,,,
ERJ,,,,,,
EME,,,,,,
EEX,,,,,,
EBS,,,,,,
EMR,,,,,,
ESRT,,,,,,
EIG,,,,,,
EDN,,,,,,
ENBL,,,,,,
ENB,,,,,,
ENBA,,,,,,
EHC,,,,,,
DAVA,,,,,,
EXK,,,,,,
ENIA,,,,,,
ENIC,,,,,,
ENR,,,,,,
ET,,,,,,
EPAC,,,,,,
ERF,,,,,,
ENS,,,,,,
E,,,,,,
ENLC,,,,,,
EBF,,,,,,
ENVA,,,,,,
NPO,,,,,,
ETM,,,,,,
EAB,,,,,,
EAE,,,,,,
EAI,,,,,,
ETR,,,,,,
ELC,,,,,,
ELJ,,,,,,
ELU,,,,,,
EMP,,,,,,
ENJ,,,,,,
ENO,,,,,,
EZT,,,,,,
EPD,,,,,,
EVC,,,,,,
ENV,,,,,,
NVST,,,,,,
EVA,,,,,,
ENZ,,,,,,
EOG,,,,,,
EPAM,,,,,,
EPR,,,,,,
EQT,,,,,,
EFX,,,,,,
EQNR,,,,,,
EQH,,,,,,
ETRN,,,,,,
EQC,,,,,,
ELS,,,,,,
EQR,,,,,,
EQS,,,,,,
EROS,,,,,,
ESE,,,,,,
ESNT,,,,,,
EPRT,,,,,,
WTRG,,,,,,
WTRU,,,,,,
ESS,,,,,,
EL,,,,,,
ETH,,,,,,
EURN,,,,,,
EEA,,,,,,
EB,,,,,,
EVR,,,,,,
RE,,,,,,
EVRG,,,,,,
EVRI,,,,,,
ES,,,,,,
EVTC,,,,,,
EVH,,,,,,
AQUA,,,,,,
XAN,,,,,,
EXPR,,,,,,
EXTN,,,,,,
EXR,,,,,,
XOM,,,,,,
FNB,,,,,,
FN,,,,,,
FDS,,,,,,
FICO,,,,,,
SFUN,,,,,,
FPAC,,,,,,
FTCH,,,,,,
FPI,,,,,,
FSLY,,,,,,
FBK,,,,,,
FFG,,,,,,
AGM,,,,,,
FRT,,,,,,
FSS,,,,,,
FMN,,,,,,
FHI,,,,,,
FDX,,,,,,
RACE,,,,,,
FOE,,,,,,
FCAU,,,,,,
FNF,,,,,,
FIS,,,,,,
FMO,,,,,,
FINV,,,,,,
FAF,,,,,,
FBP,,,,,,
FCF,,,,,,
TCRW,,,,,,
TCRZ,,,,,,
FSLF,,,,,,
FHN,,,,,,
FR,,,,,,
AG,,,,,,
FRC,,,,,,
FFA,,,,,,
FMY,,,,,,
FDEU,,,,,,
FIF,,,,,,
FSD,,,,,,
FTHY,,,,,,
FPF,,,,,,
FEI           ,,,,,,
FPL,,,,,,
FIV,,,,,,
FCT,,,,,,
FGB,,,,,,
FEO,,,,,,
FAM,,,,,,
FE,,,,,,
FIT,,,,,,
FPH,,,,,,
FVRR,,,,,,
FBC,,,,,,
DFP,,,,,,
PFD,,,,,,
PFO,,,,,,
FFC,,,,,,
FLC,,,,,,
FLT,,,,,,
FLNG,,,,,,
FND,,,,,,
FTK,,,,,,
FLO,,,,,,
FLS,,,,,,
FLR,,,,,,
FLY,,,,,,
FEAC,,,,,,
FMC,,,,,,
WPF,,,,,,
FMX,,,,,,
FL,,,,,,
F,,,,,,
FOR,,,,,,
FTS,,,,,,
FTV,,,,,,
FTAI,,,,,,
FVAC,,,,,,
FSM,,,,,,
FBHS,,,,,,
FET,,,,,,
FBM,,,,,,
FCPT,,,,,,
FEDU,,,,,,
FNV,,,,,,
FC,,,,,,
FSB,,,,,,
BEN,,,,,,
FT,,,,,,
FI,,,,,,
FCX,,,,,,
FMS,,,,,,
FDP,,,,,,
RESI,,,,,,
FRO,,,,,,
FSK,,,,,,
FSKR,,,,,,
FCN,,,,,,
FF,,,,,,
GCV,,,,,,
GAB,,,,,,
GGZ,,,,,,
GGT,,,,,,
GUT,,,,,,
GLEO,,,,,,
GBL,,,,,,
GNT,,,,,,
GME,,,,,,
GCI,,,,,,
GPS,,,,,,
GTX,,,,,,
IT,,,,,,
GLOG,,,,,,
GLOP,,,,,,
GTES,,,,,,
GATX,,,,,,
GMTA,,,,,,
GCP,,,,,,
GNK,,,,,,
GNRC,,,,,,
GAM,,,,,,
GD,,,,,,
GE,,,,,,
GIS,,,,,,
GM,,,,,,
GCO,,,,,,
GEL,,,,,,
GEN           ,,,,,,
GNE,,,,,,
G,,,,,,
GPC,,,,,,
GNW,,,,,,
GEO,,,,,,
GPRK,,,,,,
GPJA,,,,,,
GGB,,,,,,
GTY,,,,,,
GFL,,,,,,
GFLU,,,,,,
GIX,,,,,,
GIX~,,,,,,
GIK,,,,,,
GIL,,,,,,
GLT,,,,,,
GKOS,,,,,,
GSK,,,,,,
CO,,,,,,
GMRE,,,,,,
GNL,,,,,,
GLP,,,,,,
GPN,,,,,,
GSL,,,,,,
GSLD,,,,,,
GLOB,,,,,,
GL,,,,,,
GMED,,,,,,
GMS,,,,,,
GDDY,,,,,,
GOL,,,,,,
GFI,,,,,,
GSBD,,,,,,
GS,,,,,,
GER,,,,,,
GMZ,,,,,,
GRC,,,,,,
GPX,,,,,,
GGG,,,,,,
GRAF,,,,,,
EAF,,,,,,
GHM,,,,,,
GHC,,,,,,
GRAM,,,,,,
GVA,,,,,,
GPMT,,,,,,
GPK,,,,,,
GTN,,,,,,
AJX,,,,,,
AJXA,,,,,,
GWB,,,,,,
GDOT,,,,,,
GBX,,,,,,
GHL,,,,,,
GHG,,,,,,
GEF,,,,,,
GFF,,,,,,
GPI,,,,,,
GRUB,,,,,,
PAC,,,,,,
ASR,,,,,,
AVAL,,,,,,
SUPV,,,,,,
TV,,,,,,
GSX,,,,,,
GTT,,,,,,
GSH,,,,,,
GES,,,,,,
GGM,,,,,,
GPM,,,,,,
GOF,,,,,,
GBAB,,,,,,
GWRE,,,,,,
HRB,,,,,,
FUL,,,,,,
HAE,,,,,,
HAL,,,,,,
HBB,,,,,,
HBI,,,,,,
HNGR,,,,,,
HASI,,,,,,
HOG,,,,,,
HMY,,,,,,
HSC,,,,,,
HGH,,,,,,
HIG,,,,,,
HVT,,,,,,
HE,,,,,,
HCHC,,,,,,
HCA,,,,,,
HCI,,,,,,
HDB,,,,,,
HR,,,,,,
HTA,,,,,,
PEAK,,,,,,
HL,,,,,,
HEI,,,,,,
HLX,,,,,,
HP,,,,,,
HLF,,,,,,
HRI,,,,,,
HCXY,,,,,,
HCXZ,,,,,,
HTGC,,,,,,
HRTG,,,,,,
PSV,,,,,,
HT,,,,,,
HSY,,,,,,
HTZ,,,,,,
HES,,,,,,
HESM,,,,,,
HPE,,,,,,
HXL,,,,,,
HEXO,,,,,,
PCF,,,,,,
HGLB,,,,,,
HFRO,,,,,,
HPR,,,,,,
HIW,,,,,,
HIL,,,,,,
HI,,,,,,
HRC,,,,,,
HTH,,,,,,
HGV,,,,,,
HLT,,,,,,
HNI,,,,,,
HMLP,,,,,,
HEP,,,,,,
HFC,,,,,,
HD,,,,,,
HMC,,,,,,
HON,,,,,,
HMN,,,,,,
HZN,,,,,,
HTFA,,,,,,
HRL,,,,,,
HST,,,,,,
HLI,,,,,,
HOV,,,,,,
HHC,,,,,,
HWM,,,,,,
HPQ,,,,,,
HSBC,,,,,,
HMI,,,,,,
HNP,,,,,,
HUBB,,,,,,
HUBS,,,,,,
HBM,,,,,,
HUD,,,,,,
HPP,,,,,,
HUM,,,,,,
HCFT,,,,,,
HII,,,,,,
HUN,,,,,,
HUYA,,,,,,
H,,,,,,
HY,,,,,,
IAA,,,,,,
IAG,,,,,,
IBN,,,,,,
ICL,,,,,,
IDA,,,,,,
IEX,,,,,,
IDT,,,,,,
INFO,,,,,,
ITW,,,,,,
IMAX,,,,,,
ICD,,,,,,
IHC,,,,,,
IRT,,,,,,
IFN,,,,,,
IBA,,,,,,
INFY,,,,,,
ING,,,,,,
IR,,,,,,
NGVT,,,,,,
INGR,,,,,,
IIPR,,,,,,
IPHI,,,,,,
INSI,,,,,,
NSP,,,,,,
INSP,,,,,,
IBP,,,,,,
ITGR,,,,,,
ICE,,,,,,
IHG,,,,,,
IFS,,,,,,
IBM,,,,,,
IFF,,,,,,
IFFT,,,,,,
IGT,,,,,,
IP,,,,,,
INSW,,,,,,
IPV,,,,,,
IPG,,,,,,
IPI,,,,,,
IVC,,,,,,
VBF,,,,,,
VCV,,,,,,
VTA,,,,,,
IHIT,,,,,,
IHTA,,,,,,
VLT,,,,,,
IVR,,,,,,
OIA,,,,,,
VMO,,,,,,
VKQ,,,,,,
VPV,,,,,,
IVZ,,,,,,
IQI,,,,,,
VVR,,,,,,
VTN,,,,,,
VGM,,,,,,
IIM,,,,,,
IRET,,,,,,
NVTA,,,,,,
INVH,,,,,,
IO,,,,,,
IQV,,,,,,
IRM,,,,,,
IRS,,,,,,
STAR          ,,,,,,
ITCB,,,,,,
ITUB,,,,,,
ITT,,,,,,
IVH,,,,,,
JPM,,,,,,
JAX,,,,,,
JILL,,,,,,
SJM,,,,,,
JBL,,,,,,
J,,,,,,
JHX,,,,,,
JHG,,,,,,
JOF,,,,,,
JWS,,,,,,
JBGS,,,,,,
JEF,,,,,,
JELD,,,,,,
JCAP,,,,,,
JT,,,,,,
JKS,,,,,,
JMP,,,,,,
JBT,,,,,,
BTO,,,,,,
HEQ,,,,,,
JHS,,,,,,
JHI,,,,,,
HPF,,,,,,
HPI,,,,,,
HPS,,,,,,
PDT,,,,,,
HTD,,,,,,
HTY,,,,,,
JNJ,,,,,,
JCI,,,,,,
JLL,,,,,,
JMIA,,,,,,
JIH,,,,,,
JNPR,,,,,,
JP,,,,,,
JE,,,,,,
LRN,,,,,,
KAI,,,,,,
KDMN,,,,,,
KAMN,,,,,,
KSU,,,,,,
KAR,,,,,,
KMF,,,,,,
KYN,,,,,,
KB,,,,,,
KBH,,,,,,
KBR,,,,,,
K,,,,,,
KMPR,,,,,,
KMT,,,,,,
KW,,,,,,
KEN,,,,,,
KDP,,,,,,
KEY,,,,,,
KEYS,,,,,,
KRC,,,,,,
KRP,,,,,,
KMB,,,,,,
KIM,,,,,,
KMI,,,,,,
KFS,,,,,,
KGC,,,,,,
KEX,,,,,,
KL,,,,,,
KRG,,,,,,
KKR,,,,,,
KIO,,,,,,
KREF,,,,,,
KNX,,,,,,
KNL,,,,,,
KNOP,,,,,,
KN,,,,,,
KSS,,,,,,
PHG,,,,,,
KTB,,,,,,
KOP,,,,,,
KEP,,,,,,
KF,,,,,,
KFY,,,,,,
KOS,,,,,,
KRA,,,,,,
KR,,,,,,
KRO,,,,,,
KT,,,,,,
LB,,,,,,
SCX,,,,,,
LHX,,,,,,
LH,,,,,,
LADR,,,,,,
LAIX,,,,,,
LW,,,,,,
LCI,,,,,,
LPI,,,,,,
LVS,,,,,,
LGI,,,,,,
LAZ,,,,,,
LZB,,,,,,
LCII,,,,,,
LEAF,,,,,,
LEA,,,,,,
LEE,,,,,,
LGC,,,,,,
LMHA,,,,,,
LMHB,,,,,,
LEG,,,,,,
JBK,,,,,,
KTH,,,,,,
KTN,,,,,,
LDOS,,,,,,
LEJU,,,,,,
LMND,,,,,,
LC,,,,,,
LEN,,,,,,
LII,,,,,,
LEVI,,,,,,
LXP,,,,,,
LPL,,,,,,
DFNS,,,,,,
USA,,,,,,
ASG,,,,,,
LBRT,,,,,,
LSI,,,,,,
LITB,,,,,,
LNC,,,,,,
LIN,,,,,,
LNN,,,,,,
LN,,,,,,
LINX,,,,,,
LAD,,,,,,
LAC,,,,,,
LYV,,,,,,
LOAK,,,,,,
LTHM,,,,,,
RAMP,,,,,,
LYG,,,,,,
SCD,,,,,,
LMT,,,,,,
L,,,,,,
LOMA,,,,,,
LGVW,,,,,,
LPX,,,,,,
LOW,,,,,,
LXU,,,,,,
LTC,,,,,,
LUB,,,,,,
LL,,,,,,
LXFR,,,,,,
LDL,,,,,,
LYB,,,,,,
MTB,,,,,,
MDC,,,,,,
MHO,,,,,,
MAC,,,,,,
CLI,,,,,,
MFD,,,,,,
MGU,,,,,,
MIC,,,,,,
BMA,,,,,,
M,,,,,,
MCN,,,,,,
MSGE,,,,,,
MSGS,,,,,,
MMP,,,,,,
MGA,,,,,,
MX,,,,,,
MGY,,,,,,
MHLA,,,,,,
MHNC,,,,,,
MAIN,,,,,,
MMD,,,,,,
MNK,,,,,,
MANU,,,,,,
MTW,,,,,,
MN,,,,,,
MAN,,,,,,
MFC,,,,,,
MRO,,,,,,
MPC,,,,,,
MMI,,,,,,
MCS,,,,,,
MPX,,,,,,
HZO,,,,,,
MKL,,,,,,
VAC,,,,,,
MMC,,,,,,
MLM,,,,,,
MAS,,,,,,
DOOR,,,,,,
MTZ,,,,,,
MA,,,,,,
MTDR,,,,,,
MTRN,,,,,,
MATX,,,,,,
MLP,,,,,,
MAXR,,,,,,
MMS,,,,,,
MXL,,,,,,
MEC,,,,,,
MBI,,,,,,
MKC,,,,,,
MCD,,,,,,
MUX,,,,,,
MCK,,,,,,
MDU,,,,,,
MTL,,,,,,
MDLA,,,,,,
MPW,,,,,,
MED,,,,,,
MCC,,,,,,
MCV,,,,,,
MCX,,,,,,
MDLQ,,,,,,
MDLX,,,,,,
MDLY,,,,,,
MD,,,,,,
MDT,,,,,,
MFAC,,,,,,
MRK,,,,,,
MCY,,,,,,
MDP,,,,,,
MTH,,,,,,
MTOR,,,,,,
MTR,,,,,,
MSB,,,,,,
MEI,,,,,,
MET,,,,,,
MCB,,,,,,
MTD,,,,,,
MXE,,,,,,
MXF,,,,,,
MFA,,,,,,
MFO,,,,,,
MCR,,,,,,
MGF,,,,,,
MIN,,,,,,
MMT,,,,,,
MFM,,,,,,
MFV,,,,,,
MTG,,,,,,
MGP,,,,,,
MGM,,,,,,
MFGP,,,,,,
MAA,,,,,,
AMPY,,,,,,
MLR,,,,,,
HIE,,,,,,
MTX,,,,,,
MG,,,,,,
MUFG,,,,,,
MIXT,,,,,,
MFG,,,,,,
MBT,,,,,,
MODN,,,,,,
MOD,,,,,,
MC,,,,,,
MOGU,,,,,,
MHK,,,,,,
MOH,,,,,,
TAP,,,,,,
MNR,,,,,,
MR,,,,,,
MEG,,,,,,
MCO,,,,,,
MS,,,,,,
CAF,,,,,,
MSD,,,,,,
EDD,,,,,,
IIF,,,,,,
MOS,,,,,,
MSI,,,,,,
MOV,,,,,,
MPLX,,,,,,
MRC,,,,,,
MSA,,,,,,
MSM,,,,,,
MSCI,,,,,,
MSGN,,,,,,
MLI,,,,,,
MWA,,,,,,
MVF,,,,,,
MZA,,,,,,
MUR,,,,,,
MUSA,,,,,,
MVO,,,,,,
MVC,,,,,,
MVCD,,,,,,
MYE,,,,,,
MYOV,,,,,,
NBR,,,,,,
NC,,,,,,
NTP,,,,,,
NTEST,,,,,,
NBHC,,,,,,
NFG,,,,,,
NGG,,,,,,
NHI,,,,,,
NOV,,,,,,
NPK,,,,,,
NNN,,,,,,
NRUC,,,,,,
SID,,,,,,
NSA,,,,,,
NTCO,,,,,,
NGS,,,,,,
NGVC,,,,,,
NRP,,,,,,
NTZ,,,,,,
NWG,,,,,,
NLS,,,,,,
NVGS,,,,,,
NNA,,,,,,
NM,,,,,,
NMM,,,,,,
NAV,,,,,,
NCR,,,,,,
NP,,,,,,
NNI,,,,,,
NPTN,,,,,,
NSCO,,,,,,
NVRO,,,,,,
HYB,,,,,,
NFH,,,,,,
GF,,,,,,
NWHM,,,,,,
IRL,,,,,,
